ts_ms,sensor_id,valor_cm,valor_avg,estado_id,estado_nombre
57506,HCSR04_Radar,76.63,70.86,0,FAR
57656,HCSR04_Radar,76.63,73.00,0,FAR
57806,HCSR04_Radar,86.69,75.52,0,FAR
57957,HCSR04_Radar,86.71,77.67,0,FAR
58107,HCSR04_Radar,86.71,79.42,0,FAR
58257,HCSR04_Radar,86.71,81.18,0,FAR
58408,HCSR04_Radar,79.73,82.06,0,FAR
58558,HCSR04_Radar,76.63,82.05,0,FAR
58708,HCSR04_Radar,69.61,81.18,0,FAR
58859,HCSR04_Radar,62.55,79.42,0,FAR
59009,HCSR04_Radar,59.54,76.02,0,FAR
59160,HCSR04_Radar,55.46,72.12,0,FAR
59311,HCSR04_Radar,52.46,67.84,0,FAR
59461,HCSR04_Radar,49.46,63.18,0,FAR
59612,HCSR04_Radar,39.38,58.14,0,FAR
59763,HCSR04_Radar,32.29,52.59,0,FAR
59913,HCSR04_Radar,25.21,47.04,1,NEAR
60063,HCSR04_Radar,25.21,42.38,1,NEAR
60213,HCSR04_Radar,22.21,37.71,1,NEAR
60363,HCSR04_Radar,22.21,33.55,1,NEAR
60514,HCSR04_Radar,22.21,29.77,1,NEAR
60664,HCSR04_Radar,22.21,26.37,1,NEAR
60814,HCSR04_Radar,18.13,23.71,1,NEAR
60965,HCSR04_Radar,18.13,21.94,1,NEAR
61115,HCSR04_Radar,18.13,21.05,1,NEAR
61266,HCSR04_Radar,15.13,19.79,2,CLOSE
61416,HCSR04_Radar,8.04,18.02,2,CLOSE
61566,HCSR04_Radar,8.04,16.25,2,CLOSE
61716,HCSR04_Radar,8.04,14.48,2,CLOSE
61867,HCSR04_Radar,12.13,13.22,2,CLOSE
62017,HCSR04_Radar,18.13,13.22,2,CLOSE
62167,HCSR04_Radar,25.19,14.10,2,CLOSE
62317,HCSR04_Radar,32.22,15.87,2,CLOSE
62467,HCSR04_Radar,39.29,18.89,2,CLOSE
62618,HCSR04_Radar,42.41,23.18,1,NEAR
62768,HCSR04_Radar,45.36,27.85,1,NEAR
62918,HCSR04_Radar,49.37,33.01,1,NEAR
63069,HCSR04_Radar,52.46,38.06,1,NEAR
63219,HCSR04_Radar,52.46,42.35,1,NEAR
63369,HCSR04_Radar,52.46,45.76,1,NEAR
63519,HCSR04_Radar,55.46,48.66,1,NEAR
63669,HCSR04_Radar,55.46,50.68,1,NEAR
63819,HCSR04_Radar,59.54,52.82,1,NEAR
63969,HCSR04_Radar,62.55,54.97,1,NEAR
64119,HCSR04_Radar,66.63,57.13,0,FAR
64269,HCSR04_Radar,69.63,59.27,0,FAR
64419,HCSR04_Radar,72.63,61.80,0,FAR
64569,HCSR04_Radar,76.71,64.83,0,FAR
64719,HCSR04_Radar,76.71,67.48,0,FAR
64869,HCSR04_Radar,79.71,70.51,0,FAR
65019,HCSR04_Radar,82.71,73.41,0,FAR
65169,HCSR04_Radar,82.71,75.93,0,FAR
65319,HCSR04_Radar,82.71,77.94,0,FAR
65470,HCSR04_Radar,82.71,79.58,0,FAR
65620,HCSR04_Radar,79.71,80.46,0,FAR
65770,HCSR04_Radar,72.63,79.95,0,FAR
65920,HCSR04_Radar,62.55,78.18,0,FAR
66070,HCSR04_Radar,59.54,75.66,0,FAR
66220,HCSR04_Radar,55.46,72.26,0,FAR
66370,HCSR04_Radar,52.46,68.47,0,FAR
66521,HCSR04_Radar,49.46,64.32,0,FAR
66671,HCSR04_Radar,49.46,60.16,0,FAR
66821,HCSR04_Radar,45.38,55.87,0,FAR
66972,HCSR04_Radar,39.38,51.71,0,FAR
67123,HCSR04_Radar,35.29,48.31,1,NEAR
67273,HCSR04_Radar,25.21,44.01,1,NEAR
67423,HCSR04_Radar,22.21,39.86,1,NEAR
67573,HCSR04_Radar,18.13,35.56,1,NEAR
67724,HCSR04_Radar,15.13,31.27,1,NEAR
67874,HCSR04_Radar,12.13,26.61,1,NEAR
68024,HCSR04_Radar,12.13,22.45,1,NEAR
68174,HCSR04_Radar,12.13,19.04,2,CLOSE
68324,HCSR04_Radar,12.13,16.15,2,CLOSE
68475,HCSR04_Radar,12.13,14.51,2,CLOSE
